P_Predicted,P_True,rel_err,abs_err
1.6100894,52.73825,-51.128162,51.128162
1.6301898,45.97629,-44.346104,44.346104
1.6204109,50.17266,-48.55225,48.55225
1.56476,54.521465,-52.956707,52.956707
1.4789596,60.800434,-59.321476,59.321476
1.5059772,13.6168,-12.110823,12.110823
1.4531857,76.12655,-74.67336,74.67336
1.6668823,56.159557,-54.492676,54.492676
1.2165682,91.3504,-90.133835,90.133835
1.5873203,49.982216,-48.394897,48.394897
1.588444,61.3195,-59.731056,59.731056
1.4006398,80.496315,-79.09567,79.09567
1.2347755,90.61302,-89.37825,89.37825
1.492962,77.19159,-75.69862,75.69862
1.5343167,45.577232,-44.042915,44.042915
1.4750142,57.571095,-56.09608,56.09608
1.4035859,5.4505734,-4.0469875,4.0469875
1.3109026,86.20046,-84.88956,84.88956
1.5718338,71.292625,-69.720795,69.720795
1.5357041,12.673018,-11.137314,11.137314
1.6704649,56.356167,-54.685703,54.685703
1.5900817,33.50155,-31.911467,31.911467
1.4885296,14.7912445,-13.302715,13.302715
1.5888264,26.035255,-24.446428,24.446428
1.6888237,29.669508,-27.980684,27.980684
1.5567869,69.28192,-67.725136,67.725136
1.5458138,21.717533,-20.171719,20.171719
1.4756145,57.304337,-55.82872,55.82872
1.1404188,98.24991,-97.10949,97.10949
1.5212055,40.640648,-39.119442,39.119442
1.5363581,69.167816,-67.631454,67.631454
1.5713567,29.65172,-28.080364,28.080364
1.4624292,63.842136,-62.379707,62.379707
1.3035438,12.194567,-10.891023,10.891023
1.3434844,83.09703,-81.75355,81.75355
1.3630941,9.54432,-8.181226,8.181226
1.1860875,95.519485,-94.3334,94.3334
1.6711931,47.68317,-46.01198,46.01198
1.451481,19.307104,-17.855623,17.855623
1.56147,31.982487,-30.421017,30.421017
1.3900241,6.2425194,-4.852495,4.852495
1.588435,36.33011,-34.741673,34.741673
1.4433552,9.592128,-8.148772,8.148772
1.6503152,46.86689,-45.216576,45.216576
1.6090851,66.5476,-64.938515,64.938515
1.6419357,63.6841,-62.042164,62.042164
1.5578029,67.367485,-65.809685,65.809685
1.51267,33.193584,-31.680914,31.680914
1.5583881,59.076847,-57.51846,57.51846
1.3541056,77.71477,-76.360664,76.360664
1.361767,90.50137,-89.1396,89.1396
1.5401924,16.558588,-15.018395,15.018395
1.4666694,26.347088,-24.880419,24.880419
1.4350189,68.857704,-67.42268,67.42268
1.5370032,57.10568,-55.568676,55.568676
1.405851,4.2274876,-2.8216367,2.8216367
1.4442796,76.382996,-74.93871,74.93871
1.4378389,52.66854,-51.2307,51.2307
1.631304,65.181984,-63.55068,63.55068
1.492008,25.705818,-24.21381,24.21381
1.411439,6.3533807,-4.9419417,4.9419417
1.540058,44.570293,-43.030235,43.030235
1.536053,42.17815,-40.642097,40.642097
1.4710765,65.74865,-64.27757,64.27757
1.2674993,83.84876,-82.58126,82.58126
1.3774521,12.470302,-11.09285,11.09285
1.4693469,62.555218,-61.085873,61.085873
1.6008049,68.265884,-66.66508,66.66508
1.251281,92.10375,-90.85247,90.85247
1.6150918,60.652386,-59.037292,59.037292
1.2039909,1.3743063,-0.17031538,0.17031538
1.5605682,56.91524,-55.35467,55.35467
1.5077301,32.01442,-30.50669,30.50669
1.4574255,79.12144,-77.66401,77.66401
1.3469086,13.206122,-11.859214,11.859214
1.5876615,23.18676,-21.599098,21.599098
1.480443,69.03973,-67.55928,67.55928
1.5062114,31.840723,-30.33451,30.33451
1.5475186,25.62055,-24.073032,24.073032
1.356597,84.43496,-83.07836,83.07836
1.4835733,21.005327,-19.521753,19.521753
1.5465971,33.9433,-32.3967,32.3967
1.4322765,20.54274,-19.110464,19.110464
1.3202014,85.78305,-84.46285,84.46285
1.4596008,31.743288,-30.283688,30.283688
1.1255705,98.65103,-97.52546,97.52546
1.6755508,43.67367,-41.99812,41.99812
1.3539513,81.75065,-80.3967,80.3967
1.3592106,18.291897,-16.932686,16.932686
1.4745266,68.96913,-67.494606,67.494606
1.346087,78.64588,-77.2998,77.2998
1.6251954,24.933022,-23.307827,23.307827
1.5134175,63.852383,-62.338966,62.338966
1.4582578,67.748764,-66.290504,66.290504
1.6634444,43.69728,-42.033836,42.033836
1.3876398,86.55161,-85.16397,85.16397
1.3014185,8.8624735,-7.561055,7.561055
1.5708772,54.957687,-53.38681,53.38681
1.5674703,58.7299,-57.16243,57.16243
1.2530634,89.03786,-87.78479,87.78479
1.5219436,16.296738,-14.774794,14.774794
1.5814785,44.734627,-43.15315,43.15315
1.5147656,11.544518,-10.029753,10.029753
1.3958235,7.7395277,-6.343704,6.343704
1.2582194,87.705025,-86.44681,86.44681
