Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,0.003421036060899496,0.0040188804268836975,0.0011705930810421705,0.002848287345841527
2,0.003421036060899496,0.0013568440917879343,0.0011645308695733547,0.00019231322221457958
3,0.003421036060899496,0.0009768197778612375,0.0026840013451874256,-0.001707181567326188
4,0.003421036060899496,0.0009657790651544929,0.0017683383775874972,-0.0008025593124330044
5,0.003421036060899496,0.001167618203908205,0.0015745570417493582,-0.00040693883784115314
6,0.001710518030449748,0.0011409864528104663,0.0018528620712459087,-0.0007118756184354424
7,0.001710518030449748,0.0007400953327305615,0.0019409034866839647,-0.0012008081539534032
8,0.001710518030449748,0.0006745703285560012,0.0011712276609614491,-0.000496657332405448
9,0.001710518030449748,0.0007002462516538799,0.0012953166151419282,-0.0005950703634880483
10,0.001710518030449748,0.0006622329819947481,0.001338811474852264,-0.0006765784928575158
