P_Predicted,P_True,rel_err,abs_err
0.21382506,0.1998321,0.013992965,0.013992965
0.38384664,0.37005153,0.013795108,0.013795108
0.6263621,0.6283802,-0.002018094,0.002018094
0.80092394,0.8250714,-0.02414745,0.02414745
0.36832255,0.355713,0.012609541,0.012609541
0.16713087,0.15194435,0.015186518,0.015186518
0.39173642,0.37594372,0.015792698,0.015792698
0.4991329,0.4897717,0.0093612075,0.0093612075
0.030426405,0.01952072,0.010905685,0.010905685
0.07619635,0.06692389,0.009272464,0.009272464
0.96530694,0.970232,-0.004925072,0.004925072
0.64667165,0.6519219,-0.005250275,0.005250275
0.67382145,0.67909336,-0.0052719116,0.0052719116
0.10389692,0.090900324,0.012996599,0.012996599
0.7304926,0.7454148,-0.014922202,0.014922202
0.71272796,0.7246768,-0.011948824,0.011948824
0.45438147,0.4367943,0.017587155,0.017587155
0.90388083,0.9220787,-0.018197894,0.018197894
0.15312478,0.13919735,0.01392743,0.01392743
0.4421526,0.42011765,0.022034943,0.022034943
0.36871383,0.35573804,0.012975782,0.012975782
0.85564995,0.8717057,-0.016055763,0.016055763
0.46015614,0.45048165,0.0096744895,0.0096744895
0.3937626,0.37829268,0.015469909,0.015469909
0.34244326,0.3339938,0.008449465,0.008449465
0.24873951,0.24309306,0.0056464523,0.0056464523
0.6488068,0.6544653,-0.0056585073,0.0056585073
0.18905106,0.17677669,0.01227437,0.01227437
0.77683854,0.7938948,-0.017056286,0.017056286
0.94222426,0.952652,-0.010427713,0.010427713
0.03361024,0.02423442,0.00937582,0.00937582
0.065938056,0.05961723,0.0063208267,0.0063208267
0.07074612,0.06317019,0.007575929,0.007575929
0.5444157,0.54198056,0.0024351478,0.0024351478
0.03024615,0.019125586,0.011120563,0.011120563
0.43730336,0.41938254,0.017920822,0.017920822
0.24551369,0.24004447,0.005469218,0.005469218
0.06786971,0.060409416,0.0074602924,0.0074602924
0.8861793,0.90303016,-0.01685083,0.01685083
0.2995278,0.2873468,0.012180984,0.012180984
0.34235764,0.33418834,0.008169293,0.008169293
0.773072,0.791228,-0.018155992,0.018155992
0.29968616,0.2877946,0.011891574,0.011891574
0.8771958,0.892861,-0.015665233,0.015665233
0.8766596,0.8920127,-0.015353143,0.015353143
0.70449007,0.71481556,-0.010325491,0.010325491
0.16594154,0.15230955,0.013631985,0.013631985
0.62767076,0.6302053,-0.0025345087,0.0025345087
0.3618069,0.3498816,0.01192531,0.01192531
0.93428546,0.9443829,-0.010097444,0.010097444
0.52867424,0.520164,0.008510232,0.008510232
0.94546586,0.9533374,-0.007871509,0.007871509
0.6100292,0.61498123,-0.0049520135,0.0049520135
0.5440006,0.53924036,0.0047602654,0.0047602654
0.37764248,0.36251685,0.015125632,0.015125632
0.17563847,0.16242656,0.013211906,0.013211906
0.26382026,0.252977,0.010843247,0.010843247
0.98220414,0.98793894,-0.0057348013,0.0057348013
0.6165938,0.62014276,-0.0035489798,0.0035489798
0.22478531,0.21080035,0.013984963,0.013984963
0.7662778,0.7819767,-0.01569891,0.01569891
0.59596014,0.6024579,-0.0064977407,0.0064977407
0.6503656,0.6549605,-0.004594922,0.004594922
0.30217445,0.2910075,0.01116696,0.01116696
0.4399632,0.4212294,0.0187338,0.0187338
0.9130541,0.92909724,-0.016043127,0.016043127
0.758554,0.7741523,-0.015598297,0.015598297
0.54618007,0.5421762,0.0040038824,0.0040038824
0.78410596,0.8027988,-0.018692851,0.018692851
0.6477431,0.6547068,-0.0069636703,0.0069636703
