Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.7525864243507385,0.24665100872516632,0.5059354156255722
2,9.999999747378752e-05,0.3849877715110779,0.23136089742183685,0.15362687408924103
3,9.999999747378752e-05,0.294240802526474,0.2020358145236969,0.0922049880027771
4,9.999999747378752e-05,0.24136146903038025,0.1697467416524887,0.07161472737789154
5,9.999999747378752e-05,0.19778317213058472,0.1370881050825119,0.060695067048072815
6,9.999999747378752e-05,0.1584831327199936,0.10252305865287781,0.055960074067115784
7,9.999999747378752e-05,0.12516534328460693,0.07967638969421387,0.045488953590393066
8,9.999999747378752e-05,0.09973815828561783,0.058032818138599396,0.04170534014701843
9,9.999999747378752e-05,0.08091899752616882,0.058737218379974365,0.022181779146194458
10,9.999999747378752e-05,0.06832101196050644,0.049911513924598694,0.018409498035907745
11,9.999999747378752e-05,0.058983031660318375,0.051546402275562286,0.007436629384756088
12,9.999999747378752e-05,0.053094759583473206,0.044044144451618195,0.009050615131855011
13,9.999999747378752e-05,0.04784654080867767,0.035268448293209076,0.012578092515468597
14,9.999999747378752e-05,0.04402918741106987,0.01917518675327301,0.02485400065779686
15,9.999999747378752e-05,0.04050496220588684,0.03293762356042862,0.0075673386454582214
16,9.999999747378752e-05,0.0376712828874588,0.03685518354177475,0.0008160993456840515
17,9.999999747378752e-05,0.03575298190116882,0.013082241639494896,0.022670740261673927
18,9.999999747378752e-05,0.03441515192389488,0.013311286456882954,0.02110386546701193
19,9.999999747378752e-05,0.033417362719774246,0.01695840246975422,0.016458960250020027
20,9.999999747378752e-05,0.032529719173908234,0.018341703340411186,0.014188015833497047
