True,Predicted,Residuals,Percentage_Error,RPE
0.04093743930707,0.040976472,-3.9032692929999446e-05,-0.09534717752426297,0.09534717752426297
0.0597044453342199,0.05954618,0.00015826533421989947,0.26508132406882756,0.26508132406882756
0.51254830225121,0.51218367,0.0003646322512099731,0.0711410514108502,0.0711410514108502
0.52384948241107,0.5240545,-0.0002050175889299899,-0.03913673599263204,0.03913673599263204
0.3144167240650299,0.3130675,0.001349224065029908,0.42911968790529476,0.42911968790529476
0.0402869400344799,0.040466934,-0.00017999396552010466,-0.44677993753324374,0.44677993753324374
0.63880713700801,0.638328,0.0004791370080099444,0.07500495536948526,0.07500495536948526
0.5021976411910499,0.50198525,0.00021239119104987658,0.04229235138304385,0.04229235138304385
0.52922588955482,0.5288481,0.0003777895548199295,0.07138531244904187,0.07138531244904187
0.61882391868517,0.61893463,-0.000110711314830092,-0.017890600457933656,0.017890600457933656
0.97188927757496,0.9720367,-0.00014742242503995584,-0.01516864404634667,0.01516864404634667
0.73792716272615,0.7381418,-0.00021463727384996023,-0.029086512150741043,0.029086512150741043
0.05493445485974,0.054978825,-4.437014025999997e-05,-0.08076923739989211,0.08076923739989211
0.59317530678667,0.5929662,0.00020910678666996585,0.03525210579023128,0.03525210579023128
0.0404070232734,0.040645085,-0.00023806172660000013,-0.5891592780523294,0.5891592780523294
0.04845526374586,0.048229367,0.00022589674585999503,0.4661965045630271,0.4661965045630271
0.64716100216162,0.6470008,0.00016020216161993783,0.024754606826560516,0.024754606826560516
0.05820267992085,0.058467872,-0.0002651920791499965,-0.45563551285032233,0.45563551285032233
0.72714656805698,0.7270473,9.92680569800175e-05,0.013651725984937711,0.013651725984937711
0.04076979702447,0.04090144,-0.00013164297552999832,-0.3228933797511582,0.3228933797511582
0.04920198175583,0.049012206,0.00018977575582999895,0.3857075448135017,0.3857075448135017
0.6658365333176199,0.6654919,0.00034463331761991345,0.05175944850949101,0.05175944850949101
0.44299892508076,0.44302583,-2.6904919240011704e-05,-0.006073359937635708,0.006073359937635708
0.04803036833504,0.0481093,-7.893166496000109e-05,-0.16433699697950768,0.16433699697950768
0.0574327415790099,0.05712775,0.00030499157900990004,0.5310413026171228,0.5310413026171228
0.6082623839091,0.6091256,-0.0008632160909000097,-0.1419150869321241,0.1419150869321241
0.43719855571666,0.437109,8.955571665997253e-05,0.020483991881714236,0.020483991881714236
0.054128524333,0.0537405,0.0003880243330000033,0.7168574014929137,0.7168574014929137
0.0457793108924,0.04606924,-0.0002899291075999996,-0.6333190735034238,0.6333190735034238
0.04517315244672,0.044964954,0.00020819844672000098,0.46088978838827566,0.46088978838827566
0.0585927695828999,0.05846585,0.00012691958289989813,0.21661304594985248,0.21661304594985248
0.051679023717,0.051486284,0.00019273971699999837,0.37295541428077705,0.37295541428077705
0.89094810447519,0.89081943,0.00012867447519004926,0.014442420893396988,0.014442420893396988
0.04598836372046,0.045977026,1.1337720460004308e-05,0.024653454793305052,0.024653454793305052
0.0549454598311,0.054895654,4.980583110000131e-05,0.09064594463874232,0.09064594463874232
0.0560402897808499,0.05600643,3.3859780849895826e-05,0.060420424273870184,0.060420424273870184
0.04220445305603,0.042105358,9.909505603000052e-05,0.23479763118466052,0.23479763118466052
0.7265452507282399,0.7274687,-0.000923449271760024,-0.12710141189890384,0.12710141189890384
0.62560817991906,0.62498623,0.0006219499190600608,0.09941524727834081,0.09941524727834081
0.97898453313591,0.97832525,0.000659283135910016,0.06734357015817014,0.06734357015817014
0.04430908593749,0.044066064,0.00024302193748999834,0.5484697604298288,0.5484697604298288
0.05705436585711,0.057108767,-5.4401142890000975e-05,-0.09534965830002581,0.09534965830002581
0.83904412646964,0.8390745,-3.0373530359950607e-05,-0.0036200158491961794,0.0036200158491961794
0.69197612586292,0.69265085,-0.0006747241370800294,-0.09750685202305547,0.09750685202305547
0.64762060111582,0.6478501,-0.00022949888418000164,-0.03543724269805281,0.03543724269805281
0.05220064714409,0.0520093,0.0001913471440899983,0.36656086573375374,0.36656086573375374
0.87429875615576,0.87407434,0.00022441615576007656,0.025668131651796135,0.025668131651796135
0.05722440138298,0.05745254,-0.00022813861702000032,-0.3986736628193975,0.3986736628193975
0.0446733911226299,0.044709645,-3.625387737010016e-05,-0.08115317968717016,0.08115317968717016
0.04549311889352,0.04556199,-6.887110647999656e-05,-0.1513879640593437,0.1513879640593437
0.75627986790144,0.75650835,-0.00022848209856007884,-0.030211315712274797,0.030211315712274797
0.0468134479082,0.046846308,-3.286009180000077e-05,-0.07019370131514044,0.07019370131514044
0.14535628873303,0.14479977,0.0005565187330300037,0.3828652601691964,0.3828652601691964
0.0551950922254999,0.05529328,-9.818777450010252e-05,-0.17789221929180904,0.17789221929180904
