True,Predicted,Residuals,Percentage_Error,RPE,SNR
0.046521217,0.03784561,0.008675605,18.648706,18.648706,21.233367399263074
0.0530687,0.039663978,0.013404723,25.259188,25.259188,13.4212412295555
46.00796,45.88067,0.12729263,0.27667522,0.27667522,16.864154621199326
8.283616,8.07044,0.21317577,2.5734627,2.5734627,17.838977958679827
1.1736717,0.038829133,1.1348426,96.69166,96.69166,13.803219687956389
4.913828,6.9024854,-1.9886575,-40.47064,40.47064,18.17837260329628
43.497746,42.89947,0.59827423,1.3754144,1.3754144,18.42745517243716
0.058971457,0.04013268,0.018838778,31.945587,31.945587,18.95704622042872
4.3471966,0.058656357,4.2885404,98.65071,98.65071,18.004045445023067
0.04655057,0.03811346,0.008437108,18.124609,18.124609,15.652892523242008
0.056634214,0.08026629,-0.023632076,-41.727562,41.727562,18.46424839666213
4.719123,6.585674,-1.8665509,-39.55292,39.55292,20.15848454287034
0.053964376,0.040540837,0.01342354,24.874817,24.874817,19.888490599931806
0.051122148,0.040323548,0.0107986,21.123133,21.123133,20.1435171762096
26.985321,27.94642,-0.9610996,-3.5615644,3.5615644,17.698104084311424
0.040787056,0.03802433,0.0027627274,6.7735395,6.7735395,17.19689154340492
0.050431807,0.061759047,-0.011327241,-22.46051,22.46051,13.496101197928771
17.35546,15.93267,1.4227896,8.197936,8.197936,14.242445962018147
0.057544775,0.03925892,0.018285856,31.776745,31.776745,17.33193165398497
0.04027213,0.03758409,0.0026880428,6.6746974,6.6746974,19.866051735924792
45.463947,45.103848,0.3600998,0.79205567,0.79205567,17.150030431188775
0.044697393,0.038062207,0.0066351853,14.844682,14.844682,16.201397608747772
23.600636,23.600208,0.0004272461,0.0018103161,0.0018103161,14.61275635460324
0.05477863,0.04085549,0.013923142,25.417105,25.417105,19.534023573272208
15.404703,11.686806,3.7178974,24.13482,24.13482,15.045201428458755
3.7315767,0.03870876,3.692868,98.96267,98.96267,16.91220597874318
0.048102792,0.03993126,0.008171532,16.987648,16.987648,17.89950525937012
0.051831186,0.04000996,0.011821225,22.807167,22.807167,17.012942552119995
17.620049,17.224937,0.39511108,2.242395,2.242395,21.70204726435349
0.0537786,0.034590118,0.019188482,35.68052,35.68052,17.102655835880686
0.042283703,0.040289134,0.0019945689,4.71711,4.71711,17.03349815738995
0.042792354,0.040473364,0.0023189895,5.419168,5.419168,18.383920713724965
19.222044,18.534855,0.6871891,3.5750053,3.5750053,18.26323314848151
6.795517,7.4224133,-0.6268964,-9.225146,9.225146,16.98954264684957
2.7542415,0.040710576,2.7135308,98.52189,98.52189,16.587872095267752
0.04245269,0.058162652,-0.015709963,-37.005814,37.005814,18.94827479873563
0.055438202,0.009081789,0.046356414,83.61818,83.61818,15.378932833016895
32.695183,34.308178,-1.6129951,-4.9334335,4.9334335,18.45864773179929
4.1731195,9.243345,-5.0702257,-121.49725,121.49725,15.12956934208207
12.333912,9.30482,3.0290918,24.559052,24.559052,18.622653966569853
0.04380746,0.072612904,-0.028805442,-65.75465,65.75465,14.879216112647992
16.890448,17.121948,-0.23150063,-1.3706009,1.3706009,16.863390328178603
34.948326,33.58431,1.3640175,3.902955,3.902955,15.265783065538004
0.055676747,0.040880017,0.01479673,26.576141,26.576141,14.913459725836887
34.972466,34.932808,0.039657593,0.113396615,0.113396615,16.13582800832493
34.48938,36.540836,-2.0514565,-5.9480815,5.9480815,18.119931865347677
0.057566635,0.03873205,0.018834583,32.71788,32.71788,19.323650218512526
0.046735138,0.0271345,0.019600637,41.93983,41.93983,17.52746887121588
0.058962524,0.038605914,0.02035661,34.52466,34.52466,17.366083736149193
8.603765,10.031132,-1.4273672,-16.59003,16.59003,19.330054629730526
0.054632206,0.039710008,0.014922198,27.313921,27.313921,19.462211685417007
0.050886825,0.039545298,0.011341527,22.287746,22.287746,17.899392358782517
1.3285035,0.065272085,1.2632314,95.08679,95.08679,20.505032243635593
0.059191532,0.040339313,0.018852219,31.849522,31.849522,21.873739050908227
0.057368565,0.039852805,0.01751576,30.531982,30.531982,17.214000627995457
0.04053991,0.08414229,-0.04360238,-107.55421,107.55421,14.610314675142597
0.056095395,0.038301863,0.017793532,31.72013,31.72013,17.854151377584447
0.040179793,0.03295373,0.007226061,17.984316,17.984316,19.43842914782802
29.621422,31.122858,-1.5014362,-5.0687513,5.0687513,18.14265158582834
0.04139963,0.038058974,0.0033406578,8.069293,8.069293,17.6269540992882
0.053516805,0.03881926,0.014697544,27.463419,27.463419,14.572233006950945
6.5289755,7.6713986,-1.1424232,-17.49774,17.49774,18.542545852971244
0.04375319,0.040480293,0.0032728985,7.480365,7.480365,18.81750549332833
22.960693,20.730795,2.2298985,9.711808,9.711808,17.787469006882702
0.049934316,0.072109126,-0.02217481,-44.407955,44.407955,20.91026608207169
0.04718788,0.037569523,0.009618357,20.38311,20.38311,15.86919398176435
11.943955,11.280466,0.66348934,5.555022,5.555022,15.660859674152777
40.412987,39.139645,1.2733421,3.150824,3.150824,20.776463078203847
28.243174,27.628649,0.61452484,2.175835,2.175835,16.990637339997708
13.84834,15.006866,-1.1585264,-8.365814,8.365814,19.806048100426214
14.082464,8.598115,5.4843493,38.944527,38.944527,18.873745029406347
11.449651,9.606382,1.8432684,16.098904,16.098904,17.658804759334696
0.058148313,0.040582426,0.017565887,30.208767,30.208767,12.018187836848664
0.04656894,0.03784334,0.008725602,18.736958,18.736958,17.546962823413914
5.8093987,7.1143994,-1.3050008,-22.463612,22.463612,17.68666693994375
0.2633801,0.041504867,0.22187525,84.24146,84.24146,21.928572800378266
0.040155634,0.03879881,0.0013568252,3.3789163,3.3789163,18.619866359951814
41.146782,40.21088,0.93590164,2.274544,2.274544,20.799626365382366
0.05602864,0.036327995,0.019700646,35.161743,35.161743,16.026957282041273
34.180386,35.714283,-1.5338974,-4.4876537,4.4876537,17.02205499227273
0.041725103,0.03676913,0.0049559735,11.877678,11.877678,17.181918085003428
16.087324,16.168924,-0.08160019,-0.50723284,0.50723284,19.99917506623055
4.0480614,7.431421,-3.3833594,-83.57975,83.57975,18.010959191049338
55.84612,53.827854,2.0182648,3.6139748,3.6139748,17.842768499340607
2.7980168,4.3586135,-1.5605967,-55.7751,55.7751,18.912355575477214
42.878185,41.25438,1.623806,3.7870214,3.7870214,20.0476787910408
21.415882,20.425707,0.99017525,4.6235557,4.6235557,18.65270660955134
0.052264746,0.04113034,0.011134405,21.303854,21.303854,17.411531277242716
14.9473915,14.602969,0.34442234,2.3042305,2.3042305,17.35841231789105
12.69824,10.97879,1.71945,13.540852,13.540852,19.01177010282318
36.87123,35.883266,0.98796463,2.6795,2.6795,17.34717573253019
0.05981111,0.040206157,0.019604955,32.778114,32.778114,22.374126711282656
0.05421103,5.106685,-5.052474,-9320.011,9320.011,20.79192785775174
11.071081,13.554181,-2.4831,-22.428703,22.428703,20.052014508295166
0.054050617,0.035274625,0.018775992,34.737797,34.737797,16.098063133941313
11.558018,11.321851,0.23616695,2.043317,2.043317,18.127187326204556
0.047692366,0.089728735,-0.04203637,-88.14066,88.14066,16.854246682769304
0.05008649,0.039514013,0.010572478,21.108442,21.108442,20.10625059908927
19.68645,15.983244,3.703205,18.810936,18.810936,16.261550900475807
51.761383,51.34114,0.4202423,0.8118838,0.8118838,18.05935656784322
0.05113895,3.9693184,-3.9181795,-7661.83,7661.83,17.197312013111738
0.049957547,0.03943167,0.0105258785,21.069645,21.069645,18.43777585099895
8.893789,4.5486455,4.345144,48.855934,48.855934,16.27328776572858
12.657282,11.048396,1.6088858,12.711148,12.711148,20.57646696561623
44.665962,44.00029,0.6656723,1.4903346,1.4903346,17.949901791215478
0.058892835,0.040770732,0.018122103,30.77132,30.77132,18.90026436393992
13.682969,10.649914,3.0330553,22.166645,22.166645,16.312870302365727
42.45516,43.028072,-0.5729141,-1.349457,1.349457,14.832199519849206
0.48922318,0.0367153,0.45250788,92.495186,92.495186,21.05108654160438
0.050685912,0.037718438,0.012967475,25.583982,25.583982,15.670479633875633
0.0568116,0.06442814,-0.0076165423,-13.406667,13.406667,17.018468070341243
10.533255,11.81891,-1.285655,-12.205677,12.205677,17.382828525521315
0.04182619,0.04087553,0.00095065683,2.2728746,2.2728746,15.869926443144449
0.051446278,0.038909264,0.012537014,24.369137,24.369137,19.92530871259094
0.5676367,0.0400097,0.52762705,92.95154,92.95154,17.940112746482207
46.496365,46.548748,-0.052383423,-0.11266133,0.11266133,13.993600233664127
0.044389747,0.040815495,0.0035742521,8.051976,8.051976,17.531915311359107
14.962684,14.936098,0.026585579,0.17767921,0.17767921,17.410996642300805
0.05484176,0.041172035,0.0136697255,24.92576,24.92576,21.035878406713458
37.324398,38.152756,-0.8283577,-2.2193463,2.2193463,15.791599577525698
19.92205,20.058748,-0.13669777,-0.6861631,0.6861631,17.46237840169201
0.05672363,5.1562095,-5.099486,-8990.056,8990.056,19.172948735445008
0.04329966,0.03913998,0.0041596815,9.60673,9.60673,14.480638052272989
10.521229,9.765191,0.7560377,7.185831,7.185831,18.8249964333811
0.050836038,4.553366,-4.50253,-8856.965,8856.965,20.510321531232005
0.04802587,0.028061263,0.019964606,41.570522,41.570522,17.572729351563382
0.05785163,0.039935745,0.017915886,30.968678,30.968678,15.31051873622694
0.05132078,0.0831032,-0.031782422,-61.92895,61.92895,17.521148253270542
25.324844,28.81207,-3.4872265,-13.769981,13.769981,15.313732908441919
0.04079962,0.04071998,7.964298e-05,0.1952052,0.1952052,17.875510553730575
0.044681195,0.040813036,0.003868159,8.657242,8.657242,18.400107497388532
17.304092,17.271711,0.032381058,0.18712948,0.18712948,17.32124390438212
6.776716,4.5668893,2.209827,32.60911,32.60911,15.2955294102612
18.919746,18.461279,0.45846748,2.423222,2.423222,16.141717461193405
0.041587546,3.9346824,-3.8930948,-9361.203,9361.203,19.921817038193925
0.04656141,0.040194653,0.006366756,13.673889,13.673889,17.784432492820667
0.04437625,0.039601833,0.0047744177,10.758948,10.758948,19.795351850850487
12.241609,11.626243,0.615366,5.0268393,5.0268393,17.825337255671066
0.045866035,0.0403902,0.005475834,11.938756,11.938756,15.146790407373755
0.051979218,0.03888958,0.013089638,25.182447,25.182447,21.27851756104757
18.168427,20.840603,-2.6721764,-14.707802,14.707802,16.457670606998818
0.045384392,0.038641326,0.006743066,14.8576765,14.8576765,17.36762876331716
0.049490973,0.07422932,-0.024738349,-49.98558,49.98558,19.8787798583203
5.3482323,6.1828637,-0.83463144,-15.605744,15.605744,18.19885614485649
33.31599,33.40192,-0.08592987,-0.2579238,0.2579238,18.28438515768142
0.04468691,0.038949825,0.005737085,12.838401,12.838401,19.465525421151455
3.642246,4.5009017,-0.8586557,-23.574896,23.574896,20.525774331231226
5.938887,0.071111254,5.867776,98.80262,98.80262,19.82022410674478
0.053615972,0.038699128,0.014916845,27.821642,27.821642,19.305333896823466
0.05014725,0.04015977,0.009987481,19.916307,19.916307,21.254674042890827
52.642624,52.930237,-0.28761292,-0.5463499,0.5463499,18.102323116161728
0.048823718,0.041239537,0.0075841807,15.533803,15.533803,16.573001394550833
34.670753,34.380108,0.2906456,0.83830196,0.83830196,17.66477953367567
0.054230183,0.038883813,0.015346371,28.298578,28.298578,17.62859805376584
0.044384673,0.037460275,0.0069243982,15.600877,15.600877,15.412786456863182
0.043913778,0.040264197,0.0036495812,8.310789,8.310789,15.521702047133735
11.466847,18.702612,-7.2357645,-63.1016,63.1016,18.670704338129593
0.05250419,0.03905306,0.013451129,25.619156,25.619156,17.29235553207638
54.04985,54.170883,-0.121032715,-0.22392794,0.22392794,15.10452713697855
0.056684606,0.07525449,-0.018569887,-32.760017,32.760017,18.350007819883075
2.5821114,0.039899416,2.542212,98.45478,98.45478,19.294544592705396
26.10269,26.14446,-0.041770935,-0.1600254,0.1600254,17.988205874737623
12.963108,12.839967,0.12314129,0.94993645,0.94993645,16.21151578819721
15.429568,15.889381,-0.45981312,-2.9800777,2.9800777,16.89239689313473
0.055872243,0.06161166,-0.005739417,-10.272394,10.272394,20.253014823937207
15.611266,18.64553,-3.0342646,-19.436377,19.436377,13.924970283498151
14.057469,11.217438,2.8400316,20.203009,20.203009,16.716714099588028
0.04626259,0.039101914,0.007160675,15.478328,15.478328,18.250636718096782
40.805653,44.148792,-3.3431396,-8.192835,8.192835,14.624092523054143
0.04773601,0.040475123,0.007260889,15.210506,15.210506,15.432382052825517
0.54075795,4.7952905,-4.2545323,-786.77203,786.77203,17.3265500179556
31.400404,33.347218,-1.9468136,-6.1999636,6.1999636,19.103712682236274
0.052726936,3.3939333,-3.3412063,-6336.811,6336.811,17.941832549453185
15.740374,14.783466,0.9569073,6.079317,6.079317,22.05735275868754
3.91678,7.632754,-3.7159739,-94.873184,94.873184,17.12855184367949
0.045259494,0.04128649,0.0039730035,8.778276,8.778276,15.462829953704547
0.046220984,0.039161325,0.00705966,15.273711,15.273711,19.158228306596396
2.9892228,5.413645,-2.424422,-81.10543,81.10543,19.168381874872427
49.707798,50.48054,-0.7727432,-1.5545715,1.5545715,21.596680354084988
0.046764046,0.038832106,0.00793194,16.96162,16.96162,17.67719136378921
2.8767996,0.039440162,2.8373594,98.62903,98.62903,19.62662563640519
0.04521631,0.07305016,-0.027833853,-61.55711,61.55711,19.315795235897465
0.04021693,3.9836538,-3.9434369,-9805.415,9805.415,20.842535216842997
16.795591,19.359116,-2.5635242,-15.263078,15.263078,16.677546777394912
41.95149,41.46043,0.49105835,1.1705385,1.1705385,16.64002556538941
0.0457738,0.038277604,0.007496197,16.37661,16.37661,17.162431008282134
3.4632244,0.037237212,3.4259872,98.92479,98.92479,20.396127426877946
0.05270922,0.03436119,0.01834803,34.809906,34.809906,18.669411148915938
0.896285,0.038878985,0.857406,95.66221,95.66221,16.080801818364744
0.055816483,0.040407382,0.015409101,27.606722,27.606722,19.40375628216504
33.237663,35.53465,-2.2969856,-6.9107914,6.9107914,17.259763085071018
0.05911212,0.06000877,-0.0008966513,-1.5168654,1.5168654,16.9243530589335
15.14612,16.118965,-0.9728451,-6.423064,6.423064,18.392902808708563
6.80281,6.8808045,-0.07799435,-1.1465019,1.1465019,17.391424713036464
0.052426293,0.03810849,0.014317803,27.310349,27.310349,18.145783642301996
42.962257,43.787777,-0.82551956,-1.9214995,1.9214995,16.507996774819357
0.045568433,0.040247343,0.005321089,11.677139,11.677139,20.640210326525263
0.042831287,0.07521301,-0.03238172,-75.60296,75.60296,18.3545829345073
33.24371,33.31404,-0.07033157,-0.21156354,0.21156354,16.80507799464145
0.05879723,0.040198885,0.018598344,31.631327,31.631327,15.442068587145279
16.452963,13.812654,2.6403093,16.047623,16.047623,18.213987536190402
0.046052594,0.041108795,0.004943799,10.735115,10.735115,18.994295054812287
0.047583096,0.066742174,-0.019159079,-40.264465,40.264465,19.784338377469233
5.5587363,0.06907719,5.4896593,98.757324,98.757324,18.516775544986487
6.6017084,4.8551507,1.7465577,26.456148,26.456148,16.902769504643548
24.020674,26.994665,-2.9739914,-12.380966,12.380966,17.19611995817674
0.0474613,0.027713262,0.01974804,41.60872,41.60872,18.057454022876016
0.053683102,0.03977046,0.0139126405,25.916237,25.916237,18.796384477689962
0.054455854,0.03961014,0.014845714,27.261925,27.261925,15.343318571640784
0.05456662,0.0400557,0.014510922,26.593039,26.593039,16.73858836691926
0.05233886,5.3181477,-5.2658086,-10060.991,10060.991,15.132417872860977
21.722364,27.657473,-5.935108,-27.322569,27.322569,17.26649984920698
18.926775,18.30591,0.62086487,3.280352,3.280352,22.08134510172738
0.058773376,0.03981822,0.018955156,32.251263,32.251263,17.71820935598383
0.052772842,0.039190255,0.013582587,25.737835,25.737835,18.888341222115095
21.054293,23.30853,-2.2542381,-10.706786,10.706786,13.873642204903675
9.603125,11.643325,-2.0402002,-21.24517,21.24517,14.66961707797925
0.04724709,0.040184475,0.007062614,14.948252,14.948252,17.62664283306083
