Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.39130571484565735,0.03443697467446327,0.3568687401711941
2,9.999999747378752e-05,0.07188074290752411,0.018883386626839638,0.05299735628068447
3,9.999999747378752e-05,0.06829123198986053,0.09429953992366791,-0.026008307933807373
4,9.999999747378752e-05,0.0676959902048111,0.04911956936120987,0.018576420843601227
5,9.999999747378752e-05,0.06713598966598511,0.014353527687489986,0.05278246197849512
6,9.999999747378752e-05,0.06770477443933487,0.061704911291599274,0.005999863147735596
7,9.999999747378752e-05,0.06733451038599014,0.061537597328424454,0.005796913057565689
8,9.999999747378752e-05,0.06678161770105362,0.031151728704571724,0.035629888996481895
9,9.999999747378752e-05,0.06676971912384033,0.09106303006410599,-0.024293310940265656
10,4.5000000682193786e-05,0.06655445694923401,0.07664661854505539,-0.01009216159582138
11,4.5000000682193786e-05,0.06592222303152084,0.020342471078038216,0.04557975195348263
12,4.5000000682193786e-05,0.06624293327331543,0.008152755908668041,0.05809017736464739
13,4.5000000682193786e-05,0.06631257385015488,0.02168901637196541,0.04462355747818947
14,4.5000000682193786e-05,0.06602724641561508,0.006740866228938103,0.05928638018667698
15,4.5000000682193786e-05,0.06578582525253296,0.020015832036733627,0.04576999321579933
16,4.5000000682193786e-05,0.0659138411283493,0.013268865644931793,0.05264497548341751
17,4.5000000682193786e-05,0.0658380389213562,0.023487217724323273,0.04235082119703293
18,4.5000000682193786e-05,0.06609057635068893,0.04541754350066185,0.020673032850027084
19,2.2500000341096893e-05,0.06620641052722931,0.020878229290246964,0.045328181236982346
20,2.0249999579391442e-05,0.06580008566379547,0.05587858334183693,0.009921502321958542
21,2.0249999579391442e-05,0.06565791368484497,0.009626513347029686,0.056031400337815285
22,2.0249999579391442e-05,0.06585171073675156,0.047736406326293945,0.01811530441045761
