P_Predicted,P_True,rel_err,abs_err
0.02875841,0.04035487,-0.01159646,0.01159646
0.95684326,0.9889062,-0.032062948,0.032062948
0.64316213,0.6574756,-0.014313459,0.014313459
0.21335539,0.19666605,0.016689345,0.016689345
0.3422391,0.33029705,0.011942059,0.011942059
0.16032164,0.15093717,0.009384468,0.009384468
0.6582931,0.6439899,0.014303207,0.014303207
0.44658118,0.44461417,0.0019670129,0.0019670129
0.6780513,0.6546078,0.02344352,0.02344352
0.6638278,0.65258837,0.011239409,0.011239409
0.41822413,0.4086166,0.009607524,0.009607524
0.27752066,0.30045524,-0.022934586,0.022934586
0.7039634,0.7175521,-0.0135887265,0.0135887265
0.29406488,0.28443176,0.009633124,0.009633124
0.040292136,0.04254246,-0.002250325,0.002250325
0.33071265,0.31455982,0.016152829,0.016152829
0.8599427,0.84835756,0.011585116,0.011585116
0.58466196,0.5899141,-0.005252123,0.005252123
0.12915592,0.12770696,0.0014489591,0.0014489591
0.06295663,0.06275798,0.00019865483,0.00019865483
0.94304526,0.91641396,0.026631296,0.026631296
0.82748246,0.82432383,0.003158629,0.003158629
0.17510612,0.1645871,0.010519028,0.010519028
0.6333515,0.64786696,-0.01451546,0.01451546
0.40939695,0.41814375,-0.008746803,0.008746803
0.8512644,0.8793916,-0.028127193,0.028127193
0.16202298,0.1512781,0.010744885,0.010744885
0.7870804,0.8169216,-0.029841185,0.029841185
0.5394304,0.54311055,-0.0036801696,0.0036801696
0.08900384,0.09021908,-0.0012152418,0.0012152418
0.5624393,0.5650141,-0.0025748014,0.0025748014
0.37178242,0.36779216,0.0039902627,0.0039902627
0.020958083,0.012948462,0.008009621,0.008009621
0.061489705,0.0669317,-0.005441997,0.005441997
0.400494,0.3963445,0.0041494966,0.0041494966
0.43882993,0.45084327,-0.012013346,0.012013346
0.58570933,0.5865371,-0.0008277893,0.0008277893
0.023669766,0.015248878,0.008420888,0.008420888
0.63981897,0.6296057,0.010213256,0.010213256
0.52563196,0.51004636,0.015585601,0.015585601
0.3643028,0.36893028,-0.004627466,0.004627466
0.5114025,0.5224311,-0.011028588,0.011028588
0.8539645,0.8518421,0.0021224022,0.0021224022
0.7530028,0.7471683,0.00583452,0.00583452
0.11096666,0.11344969,-0.0024830326,0.0024830326
0.32153663,0.32212946,-0.0005928278,0.0005928278
0.97443867,0.9530805,0.021358192,0.021358192
0.085951425,0.082405716,0.003545709,0.003545709
0.3893031,0.3911913,-0.0018882155,0.0018882155
0.6303862,0.62675947,0.0036267042,0.0036267042
0.3036094,0.28147313,0.022136271,0.022136271
0.25311786,0.2580035,-0.0048856437,0.0048856437
0.80488455,0.7783221,0.026562452,0.026562452
0.28404108,0.28696123,-0.0029201508,0.0029201508
0.5346993,0.5275474,0.0071519017,0.0071519017
0.043656603,0.042970445,0.0006861575,0.0006861575
0.8231894,0.822836,0.00035339594,0.00035339594
0.07438989,0.07196232,0.0024275705,0.0024275705
0.8797698,0.8772687,0.00250113,0.00250113
0.7276804,0.7265218,0.0011585951,0.0011585951
0.23061599,0.23149829,-0.00088229775,0.00088229775
0.07015765,0.081751816,-0.011594169,0.011594169
0.23818494,0.25003213,-0.011847183,0.011847183
0.03996886,0.038340952,0.0016279072,0.0016279072
0.23475732,0.24022612,-0.0054688007,0.0054688007
0.45442235,0.44413725,0.010285109,0.010285109
0.6610874,0.66977197,-0.008684576,0.008684576
0.69099617,0.70984304,-0.01884687,0.01884687
0.6352571,0.6510137,-0.015756547,0.015756547
0.9840808,0.9853075,-0.0012267232,0.0012267232
0.0095305955,0.0005473005,0.008983295,0.008983295
0.9364932,0.9378773,-0.0013840795,0.0013840795
0.5021836,0.51049,-0.008306384,0.008306384
0.04909954,0.044809006,0.0042905323,0.0042905323
0.9500301,0.9438147,0.0062153935,0.0062153935
0.67978287,0.67646027,0.0033226013,0.0033226013
0.8853135,0.87996423,0.0053492785,0.0053492785
0.08385488,0.08602455,-0.0021696761,0.0021696761
0.66033536,0.6722348,-0.011899412,0.011899412
0.8947069,0.92236304,-0.027656138,0.027656138
0.1482468,0.14178495,0.006461844,0.006461844
0.55869627,0.57292247,-0.014226198,0.014226198
0.64381933,0.63816786,0.005651474,0.005651474
0.3987311,0.40416878,-0.005437672,0.005437672
0.2987647,0.28568435,0.0130803585,0.0130803585
0.28586352,0.26695612,0.018907398,0.018907398
0.6980891,0.68463075,0.013458371,0.013458371
0.022209583,0.012331274,0.0098783085,0.0098783085
0.60765207,0.60365725,0.0039948225,0.0039948225
0.9545097,0.95174605,0.002763629,0.002763629
0.21930206,0.23104799,-0.01174593,0.01174593
0.37036368,0.37243885,-0.0020751655,0.0020751655
0.803116,0.7881241,0.014991939,0.014991939
0.1296636,0.13925457,-0.0095909685,0.0095909685
0.09472387,0.10638333,-0.011659458,0.011659458
0.49365667,0.485445,0.008211672,0.008211672
0.5570006,0.54690164,0.010098934,0.010098934
0.2857446,0.2775698,0.008174807,0.008174807
0.66670525,0.6457903,0.020914972,0.020914972
0.5458453,0.54478574,0.0010595918,0.0010595918
0.8955171,0.88483393,0.010683179,0.010683179
0.93764144,0.9306079,0.007033527,0.007033527
