Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,0.0014578368281945586,0.05706409737467766,0.004898006562143564,0.052166090812534094
2,0.0014578368281945586,0.005976549349725246,0.0038339942693710327,0.0021425550803542137
3,0.0014578368281945586,0.004802203271538019,0.0021869796328246593,0.00261522363871336
4,0.0014578368281945586,0.003338363952934742,0.0012001482537016273,0.0021382156992331147
5,0.0014578368281945586,0.002322365529835224,0.0006519845919683576,0.0016703809378668666
6,0.0014578368281945586,0.0018386412411928177,0.0021337836515158415,-0.0002951424103230238
7,0.0014578368281945586,0.001620850758627057,0.000917911936994642,0.0007029388216324151
8,0.0014578368281945586,0.001457476639188826,0.0003791294584516436,0.0010783471807371825
9,0.0014578368281945586,0.0014016928616911173,0.0010295064421370625,0.00037218641955405474
10,0.0014578368281945586,0.0012963243061676621,0.0017514002975076437,-0.00045507599133998156
11,0.0014578368281945586,0.0013015486765652895,0.0006418276461772621,0.0006597210303880274
12,0.0014578368281945586,0.0012720766244456172,0.0012370168697088957,3.5059754736721516e-05
13,0.0007289184140972793,0.0012537384172901511,0.0018894620006904006,-0.0006357235834002495
