P_Predicted,P_True,rel_err,abs_err
0.05635129,0.0403548692847161,0.01599641986838296,0.01599641986838296
0.059506558,0.9889062175299798,-0.9293996596481476,0.9293996596481476
0.060533497,0.6574755751839352,-0.596942077701397,0.596942077701397
0.05867846,0.1966660419552373,-0.13798758257914057,0.13798758257914057
0.059578575,0.3302970657553097,-0.2707184905614277,0.2707184905614277
0.05805981,0.1509371634947925,-0.09287735190269045,0.09287735190269045
0.060133282,0.643989922578974,-0.5838566404837802,0.5838566404837802
0.059610873,0.4446141737027229,-0.38500330024195323,0.38500330024195323
0.060107455,0.6546077721851665,-0.5945003175276119,0.5945003175276119
0.06037227,0.6525883820204313,-0.5922161113767203,0.5922161113767203
0.059735816,0.4086166160649656,-0.3488808000928758,0.3488808000928758
0.05891265,0.3004552313703071,-0.24154258161959757,0.24154258161959757
0.06028583,0.7175521314722204,-0.6572663024645948,0.6572663024645948
0.05907067,0.2844317497668748,-0.2253610806522851,0.2253610806522851
0.056866854,0.0425424598866808,0.014324394542564192,0.014324394542564192
0.059013803,0.3145598248607073,-0.25554602230252366,0.25554602230252366
0.06025325,0.8483575675929956,-0.7881043162490301,0.7881043162490301
0.060651254,0.5899140863051676,-0.529262832396295,0.529262832396295
0.05779547,0.1277069595830698,-0.0699114908652563,0.0699114908652563
0.05702537,0.0627579754217378,-0.005732606165002957,0.005732606165002957
0.05937941,0.916413968440871,-0.8570345584422157,0.8570345584422157
0.059855327,0.8243238126339304,-0.7644684856237757,0.7644684856237757
0.058436643,0.1645870970808811,-0.10615045374863813,0.10615045374863813
0.06002508,0.6478669676581971,-0.587841886619722,0.587841886619722
0.05964181,0.4181437511891711,-0.358501942917763,0.358501942917763
0.060432337,0.8793915861353913,-0.8189592489109078,0.8189592489109078
0.05824319,0.1512780983125462,-0.09303490930550237,0.09303490930550237
0.060299862,0.8169215823903532,-0.7566217202141733,0.7566217202141733
0.059869062,0.5431105624604846,-0.48324150030499946,0.48324150030499946
0.05700199,0.0902190796710166,-0.033217090336194896,0.033217090336194896
0.06047804,0.565014115905383,-0.504536076819518,0.504536076819518
0.059553042,0.3677921497759943,-0.30823910772181795,0.30823910772181795
0.056639187,0.0129484621227328,0.04369072491521199,0.04369072491521199
0.057003267,0.0669317058912746,-0.00992843878188053,0.00992843878188053
0.059521656,0.3963445184984024,-0.3368228620149906,0.3368228620149906
0.059711836,0.4508432610970787,-0.3911314248186401,0.3911314248186401
0.060521625,0.5865371326486376,-0.5260155076662806,0.5260155076662806
0.056943987,0.0152488777774997,0.04169510878737495,0.04169510878737495
0.06018194,0.629605714670843,-0.5694237728337707,0.5694237728337707
0.060134295,0.5100463856974216,-0.4499120903232665,0.4499120903232665
0.059172887,0.3689302733895266,-0.3097573860344374,0.3097573860344374
0.06029884,0.5224310868601115,-0.4621322454134734,0.4621322454134734
0.060048003,0.851842106310501,-0.7917941035608195,0.7917941035608195
0.06027437,0.7471682809532939,-0.6868939109386264,0.6868939109386264
0.05769837,0.1134496948621117,-0.05575132583592762,0.05575132583592762
0.0594555,0.3221294533511516,-0.2626739542981502,0.2626739542981502
0.059551626,0.9530804649170936,-0.8935288384732307,0.8935288384732307
0.05756045,0.0824057160486521,-0.024845264719897675,0.024845264719897675
0.05962499,0.3911913098619975,-0.331566321276287,0.331566321276287
0.060114045,0.6267594554643622,-0.5666454107682696,0.5666454107682696
0.058962945,0.2814731243620862,-0.22251017946705715,0.22251017946705715
0.05886466,0.2580034899792469,-0.19913882941816213,0.19913882941816213
0.060569342,0.7783221214438546,-0.7177527792180646,0.7177527792180646
0.05871342,0.2869612278464918,-0.22824780662094402,0.22824780662094402
0.06010025,0.5275473923431476,-0.4674471423970302,0.4674471423970302
0.05671404,0.0429704447813186,0.013743594514593192,0.013743594514593192
0.0600954,0.8228359951073594,-0.7627405954892106,0.7627405954892106
0.057715442,0.0719623159852264,-0.014246873953604466,0.014246873953604466
0.059690256,0.8772686895035425,-0.817578433831803,0.817578433831803
0.060264375,0.7265217973039829,-0.6662574222431862,0.6662574222431862
0.058526423,0.2314982826840805,-0.1729718598556446,0.1729718598556446
0.05731936,0.081751814314845,-0.024432452598336138,0.024432452598336138
0.05822041,0.2500321263752019,-0.19181171751833315,0.19181171751833315
0.056906994,0.0383409504986775,0.01856604393353342,0.01856604393353342
0.058491778,0.2402261261504698,-0.18173434852180959,0.18173434852180959
