epoch,learning_rate,loss,mae,val_loss,val_mae
0,9.999999747378752e-06,0.0041157519444823265,0.0006959785823710263,0.003778974525630474,0.000639545323792845
1,3.999999989900971e-06,0.003653530264273286,0.0006360451225191355,0.003529865061864257,0.0006353154894895852
2,2.4000000848900527e-06,0.0034578286577016115,0.0006355219520628452,0.003386308206245303,0.0006350337062031031
3,1.9200001588615123e-06,0.0033302961383014917,0.0006352972704917192,0.003274595597758889,0.0006346324807964265
4,1.9200001588615123e-06,0.0032200308050960302,0.0006352092605084181,0.003165820613503456,0.0006356225349009037
5,1.9200001588615123e-06,0.0031127368565648794,0.0006353377248160541,0.0030600130558013916,0.0006349794566631317
6,1.919995384014328e-06,0.0030084210447967052,0.0006353054195642471,0.0029571799095720053,0.0006346094305627048
7,1.9199762846255908e-06,0.0029070419259369373,0.0006352675845846534,0.0028572494629770517,0.0006344889989122748
8,1.919933311000932e-06,0.0028085459489375353,0.0006352060590870678,0.0027601742185652256,0.0006344179273582995
9,1.9198566860723076e-06,0.002712871879339218,0.0006351208430714905,0.0026658978313207626,0.0006348768947646022
