Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,0.0011980000417679548,134632.765625,13714.2607421875,120918.5048828125
2,0.0013960000360384583,1444.498291015625,760.4631958007812,684.0350952148438
3,0.0015940000303089619,232.2208709716797,239.6541290283203,-7.433258056640625
4,0.0017920000245794654,126.9764404296875,736.759765625,-609.7833251953125
5,0.001990000018849969,113.06888580322266,414.4388427734375,-301.36995697021484
6,0.001990000018849969,96.1756591796875,343.1645812988281,-246.98892211914062
7,0.001990000018849969,71.77117156982422,37.69511032104492,34.0760612487793
8,0.001990000018849969,55.54336166381836,16.752052307128906,38.79130935668945
9,0.001990000018849969,53.149635314941406,96.97679901123047,-43.82716369628906
10,0.001791000016964972,46.099605560302734,144.76792907714844,-98.6683235168457
11,0.001791000016964972,46.9169921875,66.82857513427734,-19.911582946777344
12,0.001791000016964972,37.92925262451172,136.43362426757812,-98.5043716430664
13,0.000895500008482486,34.50305938720703,135.80027770996094,-101.2972183227539
14,0.000895500008482486,22.015277862548828,40.725589752197266,-18.710311889648438
15,0.000895500008482486,21.517566680908203,39.005863189697266,-17.488296508789062
16,0.000895500008482486,19.350893020629883,65.67676544189453,-46.32587242126465
17,0.000895500008482486,19.99286460876465,41.5008430480957,-21.507978439331055
18,0.000447750004241243,20.17816734313965,58.84813690185547,-38.66996955871582
