Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.15355761349201202,0.05535940080881119,0.09819821268320084
2,9.999999747378752e-05,0.065791055560112,0.022592339664697647,0.04319871589541435
3,9.999999747378752e-05,0.04757053032517433,0.01892937533557415,0.02864115498960018
4,9.999999747378752e-05,0.04235870763659477,0.013877528719604015,0.028481178916990757
5,9.999999747378752e-05,0.039633527398109436,0.01271193940192461,0.026921587996184826
6,9.999999747378752e-05,0.03790578246116638,0.014282934367656708,0.023622848093509674
7,9.999999747378752e-05,0.037574201822280884,0.01574208401143551,0.021832117810845375
8,9.999999747378752e-05,0.03624732792377472,0.011859564110636711,0.024387763813138008
9,9.999999747378752e-05,0.03574981912970543,0.013221822679042816,0.022527996450662613
10,9.999999747378752e-05,0.035489894449710846,0.01078102644532919,0.024708868004381657
11,9.999999747378752e-05,0.034904200583696365,0.015927758067846298,0.018976442515850067
12,9.999999747378752e-05,0.03420703113079071,0.014313697814941406,0.019893333315849304
13,9.999999747378752e-05,0.03350064158439636,0.015715796500444412,0.01778484508395195
14,9.999999747378752e-05,0.03326075151562691,0.018088193610310555,0.015172557905316353
15,4.999999873689376e-05,0.033035848289728165,0.015957215800881386,0.01707863248884678
16,4.999999873689376e-05,0.03164408355951309,0.015362187288701534,0.016281896270811558
17,4.999999873689376e-05,0.03099120780825615,0.016799652948975563,0.014191554859280586
18,4.999999873689376e-05,0.030686380341649055,0.015749188140034676,0.01493719220161438
