epoch,learning_rate,loss,mae,val_loss,val_mae
0,4.764410914503969e-05,0.6729632019996643,0.09842613339424133,0.10203263908624649,0.0019604903645813465
1,4.764410914503969e-05,0.02209276147186756,0.002803378039970994,9.616727038519457e-05,0.0004057152254972607
2,4.764410914503969e-05,1.765890010574367e-05,0.000610965071246028,3.821004611381795e-06,0.0011142895091325045
3,4.764410914503969e-05,1.6494252577103907e-06,0.0005418133805505931,8.550973120691197e-07,0.00042616858263500035
4,4.764410914503969e-05,7.85377494594286e-07,0.0005195565754547715,6.660169447059161e-07,0.0005691032856702805
5,4.764410914503969e-05,6.703867256874219e-07,0.0005126150790601969,5.460643706101109e-07,0.00042185746133327484
6,4.764410914503969e-05,6.49692765364307e-07,0.0005101222195662558,8.022973361221375e-07,0.0008236851426772773
7,4.764410914503969e-05,6.415763778022665e-07,0.0005052094347774982,6.116936219768832e-07,0.0005439699161797762
8,4.764410914503969e-05,6.358476980494743e-07,0.0004998698132112622,1.2979311350136413e-06,0.0012124524218961596
9,4.764410914503969e-05,6.356931407935917e-07,0.0005012713954783976,4.705996730081097e-07,0.0002989895874634385
