True                , Predicted, Residuals              , Percentage_Error       , RPE
1.50376578543572    ,   1.503  , 0.0008360979357200371  , 0.05560027657350746    , 0.05560027657350746
1.49548023175688    ,   1.495  , 0.0003630442568800518  , 0.02427609868527315    , 0.02427609868527315
0.94278208269399    ,   0.941  , 0.0018641139439899979  , 0.19772479539103158    , 0.19772479539103158
1.97578817904342    ,   1.971  , 0.005085054043419968   , 0.2573683807482795     , 0.2573683807482795
0.70715477900793    ,   0.708  , -0.0008530334920699989 , -0.12062896517035812   , 0.12062896517035812
1.96137630134041    ,   1.953  , 0.008251301340409967   , 0.420689356487636      , 0.420689356487636
0.64304178970322    ,   0.6426 , 0.0004636647032200125  , 0.07210490992101859    , 0.07210490992101859
1.77490974686226    ,   1.77   , 0.005378496862260107   , 0.30302931581554376    , 0.30302931581554376
0.45113208234795    ,   0.4521 , -0.001016355152050008  , -0.2252899298937715    , 0.2252899298937715
0.15772098754433    ,   0.1526 , 0.005133096919330005   , 3.254542720820376      , 3.254542720820376
0.11085658420281999 ,   0.1035 , 0.007340959202819991   , 6.622032652015676      , 6.622032652015676
0.47487032556325004 ,   0.4763 , -0.0014480338117499603 , -0.30493246972895766   , 0.30493246972895766
0.73460474230439    ,   0.7354 , -0.0007468201956100096 , -0.10166286066535601   , 0.10166286066535601
0.08189612025034    ,   0.07153, 0.010362917125340002   , 12.653733893208424     , 12.653733893208424
0.35359658945151    ,   0.3533 , 0.00032510507651001275 , 0.09194236771749055    , 0.09194236771749055
1.14039811119767    ,   1.143  , -0.0021800138023300164 , -0.19116252306315382   , 0.19116252306315382
1.19501001084541    ,   1.191  , 0.003603760845410031   , 0.30156741890894706    , 0.30156741890894706
0.9057841863388901  ,   0.9067 , -0.0009540949111098707 , -0.10533358006240413   , 0.10533358006240413
0.39301967828639994 ,   0.393  , -4.6727963600057265e-05, -0.011889471744467164  , 0.011889471744467164
0.55724495945115    ,   0.5596 , -0.002325353048849954  , -0.4172945864131773    , 0.4172945864131773
1.62019225292515    ,   1.617  , 0.0030047529251500116  , 0.18545656663430707    , 0.18545656663430707
1.25464520107324    ,   1.251  , 0.0036686385732400684  , 0.2924044638358212     , 0.2924044638358212
0.70582655968147    ,   0.7065 , -0.0007164090685299884 , -0.10149930725946246   , 0.10149930725946246
0.78279237871638    ,   0.783  , -0.00041074628362003374, -0.052471931866988016  , 0.052471931866988016
0.89172720635863    ,   0.8916 , 0.00012564385863000904 , 0.014089943396823791   , 0.014089943396823791
0.22172024748500002 ,   0.217  , 0.0046792318600000216  , 2.110421539339381      , 2.110421539339381
1.78009090118638    ,   1.775  , 0.004700276186379915   , 0.26404697553632317    , 0.26404697553632317
0.9853493260876801  ,   0.9844 , 0.0009743260876801108  , 0.0988812862488741     , 0.0988812862488741
1.05486954747154    ,   1.057  , -0.0017710775284600633 , -0.16789540779760223   , 0.16789540779760223
1.46727291437045    ,   1.467  , 0.00047603937044993216 , 0.032443819127826144   , 0.032443819127826144
1.4377682311773299  ,   1.437  , 0.0012447936773298807  , 0.08657818766176031    , 0.08657818766176031
0.06600462790507    ,   0.0547 , 0.011317127905070001   , 17.14596122160807      , 17.14596122160807
0.7129388513931     ,   0.7144 , -0.0014166173569000184 , -0.19870110236409663   , 0.19870110236409663
0.29776011369407    ,   0.2947 , 0.0030823793190700166  , 1.0351887903418016     , 1.0351887903418016
1.52599810941545    ,   1.525  , 0.0006074844154499992  , 0.03980898873345935    , 0.03980898873345935
0.23077356861589002 ,   0.2261 , 0.004699349865890018   , 2.0363466639941894     , 2.0363466639941894
1.8405183048833498  ,   1.835  , 0.005557367383349776   , 0.3019457817183729     , 0.3019457817183729
1.47834032789363    ,   1.478  , 0.0008012653936300129  , 0.054200333881960217   , 0.054200333881960217
1.2538002256251501  ,   1.25   , 0.0038002256251501443  , 0.3030965816946903     , 0.3030965816946903
1.20999448172581    ,   1.207  , 0.0029632317258099228  , 0.24489630081481675    , 0.24489630081481675
1.27892993353761    ,   1.289  , -0.010132566462389914  , -0.7922690834487329    , 0.7922690834487329
0.13158096966118998 ,   0.1262 , 0.005360266536189984   , 4.073739956463478      , 4.073739956463478
1.20967019722011    ,   1.207  , 0.002638947220110044   , 0.21815427264179052    , 0.21815427264179052
0.90052396269445    ,   0.901  , -0.00035494355554999135, -0.03941522605217165   , 0.03941522605217165
1.61150536009413    ,   1.609  , 0.002130360094130035   , 0.13219689781271332    , 0.13219689781271332
