P_Predicted,P_True,rel_err,abs_err
0.00036566175,0.003853916,-0.0034882543,0.0034882543
0.008962156,0.0004836108,0.008478546,0.008478546
0.008881205,0.004084965,0.0047962395,0.0047962395
0.007964697,0.0041381195,0.0038265772,0.0038265772
0.008846265,0.005108464,0.0037378012,0.0037378012
0.0014755318,0.007125716,-0.005650184,0.005650184
0.00044467524,0.004338796,-0.0038941205,0.0038941205
0.008548277,0.0018407843,0.006707493,0.006707493
0.008770489,0.009119581,-0.0003490923,0.0003490923
0.008533197,0.0039956984,0.004537499,0.004537499
0.00036133596,0.0050288066,-0.0046674707,0.0046674707
0.00030992925,0.002816194,-0.0025062647,0.0025062647
0.006242851,0.0057497313,0.00049311947,0.00049311947
0.0003051805,0.00050877524,-0.00020359474,0.00020359474
0.0077477647,0.0091947485,-0.0014469838,0.0014469838
0.008243062,0.00414862,0.0040944414,0.0040944414
0.00053125696,0.008285553,-0.007754296,0.007754296
0.0022503396,0.0073845317,-0.0051341923,0.0051341923
0.00030833064,0.004854342,-0.0045460113,0.0045460113
0.008531497,0.0029461335,0.005585363,0.005585363
0.0027039978,0.0065220413,-0.0038180435,0.0038180435
0.0002640799,0.006329591,-0.006065511,0.006065511
0.008718703,0.008875698,-0.00015699491,0.00015699491
0.00043337527,0.008713408,-0.008280033,0.008280033
0.00035768133,0.0007645405,-0.00040685918,0.00040685918
0.008165319,0.008618751,-0.00045343116,0.00045343116
0.00037495425,0.00741851,-0.007043556,0.007043556
0.0018035835,0.009963756,-0.008160173,0.008160173
0.0008888516,0.0074476334,-0.006558782,0.006558782
0.00817639,0.008381616,-0.00020522624,0.00020522624
0.0050378432,0.0021570914,0.0028807519,0.0028807519
0.008629114,0.005481922,0.0031471923,0.0031471923
0.00035001998,0.007421213,-0.0070711933,0.0070711933
0.00022053471,0.0028197877,-0.002599253,0.002599253
0.00043132002,0.0037014277,-0.0032701078,0.0032701078
0.0005446681,0.008340249,-0.0077955807,0.0077955807
0.008387438,0.0017890598,0.006598378,0.006598378
0.00031651263,0.0060191643,-0.0057026516,0.0057026516
0.007272621,0.005548423,0.001724198,0.001724198
0.00055518746,0.008364797,-0.007809609,0.007809609
0.000588211,0.0010905474,-0.0005023364,0.0005023364
0.00036488654,0.002915075,-0.0025501885,0.0025501885
0.0004276441,0.008248307,-0.007820663,0.007820663
0.008436932,0.0068796654,0.0015572668,0.0015572668
0.0005268639,0.0014976038,-0.00097073993,0.00097073993
0.00034622801,0.008720572,-0.008374345,0.008374345
0.008334932,0.00666722,0.0016677119,0.0016677119
0.008807185,0.005719183,0.003088002,0.003088002
0.008910464,0.0027977088,0.0061127553,0.0061127553
0.00842881,0.0056209564,0.0028078537,0.0028078537
0.0081976345,0.0058495486,0.0023480859,0.0023480859
0.00773903,0.0047744866,0.0029645432,0.0029645432
0.008929446,0.0025080328,0.0064214133,0.0064214133
0.008273804,0.008646692,-0.00037288852,0.00037288852
0.00041433953,0.00471435,-0.004300011,0.004300011
0.00046353525,0.0031477981,-0.0026842628,0.0026842628
0.0085737975,0.009224558,-0.0006507607,0.0006507607
0.00396607,0.008167213,-0.004201143,0.004201143
0.008303391,0.009337868,-0.0010344768,0.0010344768
0.00041186897,0.006651758,-0.006239889,0.006239889
0.0089495955,0.0021930994,0.006756496,0.006756496
0.008391352,0.0003318825,0.00805947,0.00805947
0.0003062198,0.0057605915,-0.0054543717,0.0054543717
0.0032986705,0.00847166,-0.00517299,0.00517299
0.008857669,0.0016187608,0.0072389087,0.0072389087
0.008469346,0.0063740066,0.0020953394,0.0020953394
0.0002474276,0.005639113,-0.0053916853,0.0053916853
0.008398287,0.0043375725,0.0040607145,0.0040607145
0.0065922537,0.0078519005,-0.0012596468,0.0012596468
0.008846677,0.0058975103,0.0029491666,0.0029491666
0.0002637496,0.00383399,-0.0035702405,0.0035702405
0.008831948,0.0009600219,0.007871926,0.007871926
0.0003834844,0.006842282,-0.0064587975,0.0064587975
0.00037278162,0.0010200412,-0.0006472595,0.0006472595
0.0020294285,0.0041287728,-0.0020993443,0.0020993443
0.008526209,0.0007430402,0.0077831685,0.0077831685
0.0065883216,0.0037005423,0.0028877794,0.0028877794
0.00040702082,0.001609038,-0.0012020172,0.0012020172
0.0037676701,0.005198068,-0.0014303979,0.0014303979
0.003429951,0.0076055215,-0.004175571,0.004175571
0.00029877995,0.0068394747,-0.0065406947,0.0065406947
0.0004311335,0.0034003095,-0.002969176,0.002969176
0.00045045762,0.007274985,-0.0068245274,0.0068245274
0.00028179644,0.00053566066,-0.00025386421,0.00025386421
0.008571262,0.005761499,0.0028097625,0.0028097625
0.008986427,0.00064689177,0.008339535,0.008339535
0.00023942668,0.0015468429,-0.0013074162,0.0013074162
0.00046564685,0.008050301,-0.0075846543,0.0075846543
0.00846426,0.00095259445,0.0075116656,0.0075116656
0.00025978603,0.0022071742,-0.0019473882,0.0019473882
0.006569116,0.00995316,-0.003384044,0.003384044
0.00037376085,0.0070300614,-0.0066563007,0.0066563007
0.008799452,0.0012986392,0.0075008133,0.0075008133
0.0002688558,0.0002406376,2.82182e-05,2.82182e-05
0.0082490025,0.008501767,-0.00025276467,0.00025276467
0.00040363104,0.0032529677,-0.0028493367,0.0028493367
0.0017578277,0.0072403094,-0.005482482,0.005482482
0.008310589,0.0073873345,0.0009232545,0.0009232545
0.008389523,0.0021529295,0.0062365937,0.0062365937
0.008764746,0.008106965,0.000657781,0.000657781
0.0006007515,0.008722003,-0.008121251,0.008121251
0.0005451314,8.40402e-05,0.0004610912,0.0004610912
0.0004758184,0.009443868,-0.00896805,0.00896805
0.0010631103,0.0077222344,-0.006659124,0.006659124
0.0004615653,0.0021349497,-0.0016733843,0.0016733843
0.0005601682,0.006571053,-0.006010885,0.006010885
0.0023088423,0.0060897926,-0.0037809503,0.0037809503
0.00048607826,0.009741788,-0.009255709,0.009255709
0.008188865,0.0067713046,0.0014175605,0.0014175605
0.00034461115,0.0066907518,-0.0063461405,0.0063461405
0.008596697,0.008594353,2.344139e-06,2.344139e-06
0.00027430855,0.0023696066,-0.0020952981,0.0020952981
0.008599465,0.0032258453,0.0053736195,0.0053736195
0.0061626793,0.00929936,-0.003136681,0.003136681
0.0002100856,0.0008952509,-0.0006851653,0.0006851653
0.00033862202,0.006833202,-0.0064945803,0.0064945803
0.008368697,0.0060655926,0.0023031044,0.0023031044
0.008483451,0.0060614035,0.0024220473,0.0024220473
0.007957661,0.0023031349,0.005654526,0.005654526
0.008910572,0.0012691413,0.007641431,0.007641431
0.00827299,0.0065904735,0.0016825162,0.0016825162
0.0004123188,0.006932235,-0.006519916,0.006519916
0.00042888688,0.0096005155,-0.009171628,0.009171628
0.008763672,0.004559224,0.004204448,0.004204448
0.00039888523,0.0050575496,-0.0046586646,0.0046586646
0.00087268435,0.007839461,-0.0069667767,0.0069667767
0.008493096,0.009381393,-0.00088829733,0.00088829733
0.0071421857,0.0055423356,0.0015998501,0.0015998501
0.00058363646,0.0037025453,-0.003118909,0.003118909
0.0008266445,0.006851453,-0.0060248086,0.0060248086
0.008597411,0.007489006,0.0011084052,0.0011084052
0.00802014,0.004428686,0.0035914541,0.0035914541
0.0013166636,0.0074971323,-0.006180469,0.006180469
0.008835139,0.005893719,0.0029414198,0.0029414198
0.006397727,0.0071963095,-0.00079858257,0.00079858257
0.008253257,0.0023021041,0.0059511526,0.0059511526
0.0024781951,0.0055214656,-0.0030432704,0.0030432704
0.0011520928,0.0063725365,-0.005220444,0.005220444
0.008806746,0.005855561,0.0029511857,0.0029511857
0.008864929,0.003053974,0.005810955,0.005810955
0.00031662686,0.0045914026,-0.0042747757,0.0042747757
0.008795408,0.005296741,0.0034986665,0.0034986665
0.00819736,0.009707425,-0.001510065,0.001510065
0.0087638255,0.0069729807,0.0017908448,0.0017908448
