True                , Predicted  , Residuals              , Percentage_Error       , RPE
0.04093743930707    , 0.040976472, -3.9032891893164834e-05, -0.09534766354187608   , 0.09534766354187608
0.059704445334219994, 0.05954618 , 0.00015826526477343006 , 0.2650812077517439     , 0.2650812077517439
0.51254830225121    , 0.51218367 , 0.00036463602196190603 , 0.07114178709798766    , 0.07114178709798766
0.52384948241107    , 0.5240545  , -0.00020504487164485496, -0.039141944113625024  , 0.039141944113625024
0.31441672406502996 , 0.3130675  , 0.001349228242123468   , 0.4291210164267251     , 0.4291210164267251
0.040286940034479995, 0.040466934, -0.0001799944080401461 , -0.44678103595382523   , 0.44678103595382523
0.63880713700801    , 0.638328   , 0.00047912120371917943 , 0.07500248133783323    , 0.07500248133783323
0.5021976411910499  , 0.50198525 , 0.0002123892875159905  , 0.04229197234225792    , 0.04229197234225792
0.52922588955482    , 0.5288481  , 0.00037777792533388865 , 0.07138311499682527    , 0.07138311499682527
0.61882391868517    , 0.61893463 , -0.00011071266248630085, -0.017890818234940677  , 0.017890818234940677
0.97188927757496    , 0.9720367  , -0.00014744174724456993, -0.015170632153949041  , 0.015170632153949041
0.73792716272615    , 0.7381418  , -0.0002146124050755871 , -0.02908314206550373   , 0.02908314206550373
0.05493445485974    , 0.054978825, -4.437029218031657e-05 , -0.08076951394822046   , 0.08076951394822046
0.59317530678667    , 0.5929662  , 0.0002091078654663514  , 0.035252287658284996   , 0.035252287658284996
0.056076670294959996, 0.05559743 , 0.00047924206252858426 , 0.8546193274454406     , 0.8546193274454406
0.040407023273400004, 0.040645085, -0.00023806200177318299, -0.5891599590556811    , 0.5891599590556811
0.04845526374586    , 0.048229367, 0.0002258972049511837  , 0.466197452016726      , 0.466197452016726
0.64716100216162    , 0.6470008  , 0.000160212519285996   , 0.024756207304034217   , 0.024756207304034217
0.05820267992085    , 0.058467872, -0.0002651925199649713 , -0.45563627022949355   , 0.45563627022949355
0.72714656805698    , 0.7270473  , 9.92438763769421e-05   , 0.013648400575159593   , 0.013648400575159593
0.04076979702447    , 0.04090144 , -0.00013164410259184495, -0.32289614420408386   , 0.32289614420408386
0.04920198175583    , 0.049012206, 0.00018977526102180453 , 0.3857065391462974     , 0.3857065391462974
