Epoch,Learning Rate,Training Loss,Validation Loss,Loss Difference
1,9.999999747378752e-05,0.24773995578289032,0.2456781268119812,0.0020618289709091187
2,9.999999747378752e-05,0.24539631605148315,0.24584956467151642,-0.00045324862003326416
3,9.999999747378752e-05,0.24543382227420807,0.24587570130825043,-0.0004418790340423584
4,9.999999747378752e-05,0.24545471370220184,0.24570317566394806,-0.0002484619617462158
5,9.999999747378752e-05,0.2454008311033249,0.24588130414485931,-0.00048047304153442383
6,9.999999747378752e-05,0.24544678628444672,0.24571120738983154,-0.00026442110538482666
7,9.999999747378752e-05,0.2454167902469635,0.24585691094398499,-0.0004401206970214844
8,9.999999747378752e-05,0.24544143676757812,0.24571549892425537,-0.0002740621566772461
9,9.999999747378752e-05,0.24543114006519318,0.2457122504711151,-0.00028111040592193604
10,9.999999747378752e-05,0.24542246758937836,0.24578900635242462,-0.00036653876304626465
11,9.999999747378752e-05,0.24542567133903503,0.2456764578819275,-0.00025078654289245605
12,9.999999747378752e-05,0.2454090118408203,0.24567639827728271,-0.00026738643646240234
13,9.999999747378752e-05,0.2454150915145874,0.2457021027803421,-0.0002870112657546997
14,9.999999747378752e-05,0.24541325867176056,0.24580681324005127,-0.00039355456829071045
15,9.999999747378752e-05,0.24539919197559357,0.24572554230690002,-0.0003263503313064575
16,9.999999747378752e-05,0.24539586901664734,0.24569205939769745,-0.00029619038105010986
17,9.999999747378752e-05,0.24539637565612793,0.24580161273479462,-0.000405237078666687
18,9.999999747378752e-05,0.24541132152080536,0.24583561718463898,-0.00042429566383361816
19,9.999999747378752e-05,0.24538873136043549,0.24566106498241425,-0.00027233362197875977
20,9.999999747378752e-05,0.24541668593883514,0.24589301645755768,-0.0004763305187225342
