P_Predicted,P_True,rel_err,abs_err
0.681609,0.6860905,-0.004481554,0.004481554
0.7230559,0.726724,-0.0036681294,0.0036681294
0.48868984,0.4812874,0.00740245,0.00740245
0.59474343,0.5905471,0.004196346,0.004196346
0.18540803,0.17052269,0.014885336,0.014885336
0.14947051,0.1403975,0.009073004,0.009073004
0.8545642,0.87442195,-0.019857764,0.019857764
0.1938107,0.17951007,0.0143006295,0.0143006295
0.011590333,0.006658426,0.0049319067,0.0049319067
0.95078766,0.96119696,-0.010409296,0.010409296
0.679817,0.67086095,0.008956075,0.008956075
0.022057556,0.02582837,-0.0037708152,0.0037708152
0.29885632,0.29092866,0.007927656,0.007927656
0.78078127,0.79697734,-0.016196072,0.016196072
0.6817443,0.68305534,-0.0013110638,0.0013110638
0.286439,0.27781773,0.008621275,0.008621275
0.07034973,0.06858317,0.0017665625,0.0017665625
0.45130378,0.44991985,0.0013839304,0.0013839304
0.84783834,0.8719406,-0.02410227,0.02410227
0.9369669,0.9525089,-0.01554203,0.01554203
0.365479,0.36823788,-0.0027588904,0.0027588904
0.9463464,0.96478164,-0.01843524,0.01843524
0.1453022,0.13849835,0.0068038553,0.0068038553
0.4238283,0.4223962,0.001432091,0.001432091
0.13977005,0.13013996,0.009630084,0.009630084
0.11190744,0.10231518,0.009592257,0.009592257
0.025380949,0.035464674,-0.010083726,0.010083726
0.34374177,0.3402525,0.0034892857,0.0034892857
0.89551044,0.9148092,-0.019298792,0.019298792
0.18438978,0.168807,0.015582785,0.015582785
0.75516444,0.7672694,-0.0121049285,0.0121049285
0.21616197,0.2050281,0.0111338645,0.0111338645
0.6827734,0.67545134,0.007322073,0.007322073
0.84041095,0.8585083,-0.018097341,0.018097341
0.2902328,0.28104588,0.0091869235,0.0091869235
0.9100873,0.9257063,-0.01561904,0.01561904
0.5342596,0.5446318,-0.010372162,0.010372162
0.39932334,0.3943977,0.0049256384,0.0049256384
0.6570829,0.6522576,0.004825294,0.004825294
0.3318764,0.32741976,0.0044566393,0.0044566393
0.5541749,0.55866325,-0.004488349,0.004488349
0.32812187,0.32480374,0.003318131,0.003318131
0.5887292,0.58252156,0.006207645,0.006207645
0.5061177,0.50785375,-0.0017360449,0.0017360449
0.6812359,0.67681885,0.004417062,0.004417062
0.7349692,0.7414828,-0.0065135956,0.0065135956
